Representative_Sequence	total	CL3	CC1	SV1	M31Fcsw	M11Fcsw	M31Plmr	M11Plmr	F21Plmr	M31Tong	M11Tong	LMEpi24M	SLEpi20M	AQC1cm	AQC4cm	AQC7cm	NP2	NP3	NP5	TRRsed1	TRRsed2	TRRsed3	TS28	TS29	Even1	Even2	Even3
Diaphorobacter	0.000122342774249486	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.2559679861597e-05	5.2583537305899e-05	2.58346397049477e-07	2.58346397049477e-07	2.0597522497704e-05	3.09184138491979e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Dichelobacter	1.07848415434173e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.32618161718038e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Dickeya	0.000128534984042608	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.5568587998224e-06	2.58346397049477e-07	2.58346397049477e-07	2.74381680974191e-05	2.58346397049477e-07	2.58346397049477e-07	3.24479393123094e-05	3.30903275608729e-05	2.75764159341448e-05
Dietzia	0.00540203555547198	2.58346397049477e-07	2.58346397049477e-07	3.59817012115332e-06	9.61580846618709e-06	9.23043345093441e-07	0.000721637922648736	0.00235874891243479	0.000403534968955336	7.75039191148432e-07	2.58346397049477e-07	1.82029239432857e-06	3.97912433730123e-06	2.58346397049477e-07	2.58346397049477e-07	9.01836566909187e-06	2.58346397049477e-07	2.69333820330205e-06	9.45239600814118e-06	0.000174504730784573	0.00152043952717451	0.000176927187449452	1.78326431834236e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Dinoroseobacter	0.000881024868058516	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.29173198524739e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	8.19822563148632e-06	0.000131747903934688	0.000282975371938119	0.000435874307365859	1.57703992621256e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Dokdonella	0.00632183508648459	0.00128227608533638	0.0026556217096576	0.000217346888463799	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	0.00186161609704448	1.28607408519959e-05	7.75039191148432e-07	1.2559679861597e-05	2.6811428350794e-05	2.58346397049477e-07	2.35041592450102e-05	8.39401683731128e-06	5.28184620293039e-05	2.58346397049477e-07	2.69333820330205e-06	2.58346397049477e-07	8.73815385908115e-05	6.23065578573541e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.99211006105829e-06	7.29377093215449e-06	2.58346397049477e-07
Dokdonia	0.000106415190976162	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	9.76580186471524e-05	2.5568587998224e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Dolichospermum	0.862951071215185	7.00280192644958e-05	4.94713660223458e-05	0.00130946924624576	2.36520015698935e-05	7.93572832142811e-05	4.06804778249457e-05	0.000112016886290994	0.000422438560637755	0.000275138912857694	0.107255584823787	0.714114939545409	0.00359825061462049	0.000755747263955774	0.000553483936334852	0.00451166827149888	0.000448861523142731	0.000277847412309843	0.000289870909146438	0.0265728319654945	0.00116366231127776	0.000258466652550561	7.95540783042796e-05	9.03457899699958e-05	8.45193396164064e-05	9.05462945975638e-05	0.000422637729239831
Dorea	0.0598126570705374	4.67714616420137e-05	4.94713660223458e-05	8.04141157755417e-05	0.000903253436068829	7.20456167857975e-05	3.36774112227227e-06	5.42107449665402e-05	2.58346397049477e-07	9.55881669083067e-06	4.94636802552397e-05	6.50613038616584e-06	7.69990227755297e-06	0.000610460933656019	2.0597522497704e-05	2.21583945771555e-05	4.2282860142679e-06	1.73032890408175e-05	9.45239600814118e-06	0.00226546134343486	3.12824521272018e-05	0.00140001916396609	0.00678614309615039	0.0163942146539869	0.0103653072651108	0.0100022868938047	0.0106007200217722
Dyadobacter	0.00191433003029582	3.80502525335829e-05	0.000456013702057403	0.000203987593567384	2.58346397049477e-07	2.58346397049477e-07	0.000395151476500344	0.00054363607484692	0.0001766918687663	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	6.06979960903967e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	8.73815385908115e-05	2.58346397049477e-07	2.58346397049477e-07	1.78326431834236e-06	2.58346397049477e-07	2.58346397049477e-07	1.43091715290031e-06	2.58346397049477e-07
Dyella	0.0017735771000123	0.00156135477680616	0.000120081350702119	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	7.34794587413583e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	6.06979960903967e-06	4.32618161718038e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	3.09860459545477e-06	2.58346397049477e-07	2.58346397049477e-07
Dysgonomonas	0.000367783745827647	2.35149040195316e-05	2.39804290249714e-06	3.59817012115332e-06	2.58346397049477e-07	2.55168304227201e-05	1.4250622660552e-05	2.33808029268312e-05	2.58346397049477e-07	7.75039191148432e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.6749972092971e-05	8.16150507996675e-05	7.90985198454311e-05	2.58346397049477e-07	2.69333820330205e-06	2.58346397049477e-07	2.58346397049477e-07	1.57703992621256e-05	2.58346397049477e-07	2.61819510590285e-05	4.17519176978627e-06	9.72587372506711e-06	2.60348790875115e-06	3.4104313436374e-06
Echinicola	9.62407602609668e-06	3.16541609985974e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Ectothiorhodospira	0.000451841825463271	3.16541609985974e-06	6.67743591339248e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	0.000348751115172097	4.6794504992278e-05	4.10280789476039e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Edaphobacter	0.00623409756391952	0.00412829732438762	0.00199873488248517	3.59817012115332e-06	1.03813490281094e-06	2.58346397049477e-07	3.36774112227227e-06	7.96583190697672e-06	4.4366726989362e-05	2.58346397049477e-07	2.58346397049477e-07	1.03931939568902e-06	2.58346397049477e-07	1.769270603302e-05	4.32618161718038e-06	2.58346397049477e-07	2.58346397049477e-07	2.69333820330205e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.16193791906706e-05	4.94862942045282e-06	1.30904137924545e-06
Edwardsiella	0.101302379876584	0.000160147180051614	0.000102963778658538	0.000100453058120165	6.49665444314122e-06	6.24061892944515e-06	8.03183321010645e-06	2.58346397049477e-07	6.5595436245227e-06	1.05922022790286e-05	7.40663471843348e-05	8.84904938208447e-06	3.00245699190635e-05	0.000593026574020049	5.31402042587512e-05	3.09184138491979e-05	2.58346397049477e-07	4.40881989095958e-05	5.08256192580538e-05	0.00670874414531672	6.23065578573541e-05	0.00332978650469233	5.9730145327472e-05	2.96346866925755e-05	0.0292738528446276	0.0302795529747332	0.0302718314784452
Eggerthella	0.0011200054863382	3.16541609985974e-06	2.58346397049477e-07	2.58346397049477e-07	0.000162454355595435	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.03931939568902e-06	2.58346397049477e-07	2.93156124570004e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.10280789476039e-05	0.000378437990877685	0.000499656131420991	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Eikenella	0.00162131012456241	3.16541609985974e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	0.000233462950788759	7.96583190697672e-06	0.00124159420020927	2.71263716901951e-05	7.40663471843348e-05	1.82029239432857e-06	7.69990227755297e-06	1.18812528210299e-05	8.39401683731128e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Elizabethkingia	0.000412088938191387	2.58346397049477e-07	0.000126500440218462	3.59817012115332e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	0.000254605368224648	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.03931939568902e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	9.01836566909187e-06	2.58346397049477e-07	7.56332181580719e-06	4.85537120259533e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Emticicia	0.00796379213594687	2.58346397049477e-07	5.16110625277935e-05	3.59817012115332e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	7.75039191148432e-07	2.48610133261446e-05	4.1632113902472e-06	0.00749390511806407	0.00031988827305651	2.87331929379658e-05	3.09184138491979e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.20509912985124e-06	2.58346397049477e-07	2.58346397049477e-07
Endozoicimonas	0.000367499020178511	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	7.75039191148432e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	6.06979960903967e-06	4.32618161718038e-06	1.33983753051131e-05	1.21681652487047e-05	6.84381169721215e-05	9.45239600814118e-06	0.000174504730784573	4.6794504992278e-05	2.74381680974191e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Ensifer	0.0030376297506088	6.07248580267001e-06	2.16553114515262e-05	0.000100453058120165	2.58346397049477e-07	2.58346397049477e-07	2.2024109473609e-05	0.000185237998635303	3.17643325344156e-05	7.75039191148432e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.32618161718038e-06	2.58346397049477e-07	2.58346397049477e-07	5.12833000955462e-06	2.58346397049477e-07	0.000610120691753383	0.00181516853161096	0.000231286830850191	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Enterobacter	0.000139901080892624	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.1120891520131e-06	2.58346397049477e-07	2.58346397049477e-07	1.2559679861597e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	3.4341444777913e-05	4.01257520959779e-05	4.33368406670844e-05
Enterococcus	0.00163658436436461	6.07248580267001e-06	6.67743591339248e-06	2.58346397049477e-07	1.81792340857241e-06	2.58346397049477e-07	0.000595707436277213	0.000119724371800922	0.000107378699264094	0.000669375514755196	8.63676806488824e-05	2.58346397049477e-07	2.58346397049477e-07	6.06979960903967e-06	8.39401683731128e-06	4.63835603307068e-06	2.58346397049477e-07	2.58346397049477e-07	7.15388360536825e-06	2.58346397049477e-07	2.58346397049477e-07	1.38482572472343e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Enterovibrio	0.000449606313185698	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	3.36774112227227e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	6.06979960903967e-06	2.58346397049477e-07	2.58346397049477e-07	2.407798410036e-05	0.000387422043591208	2.32434704247787e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Entomoplasma	1.83452851345275e-05	1.18866252082905e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Epulopiscium	0.00032228482883532	5.54926707504445e-05	8.81713241884015e-06	1.0277817569361e-05	1.03813490281094e-06	9.23043345093441e-07	4.92243848488366e-06	2.58346397049477e-07	5.69691214443085e-05	2.58346397049477e-07	2.58346397049477e-07	1.03931939568902e-06	2.58346397049477e-07	2.58346397049477e-07	1.24618520574422e-05	4.63835603307068e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	7.78186107224303e-05	8.17978114981584e-05	1.78326431834236e-06	2.58346397049477e-07	1.20509912985124e-06	2.58346397049477e-07	2.58346397049477e-07
Erwinia	0.0333070907916291	1.47936949111008e-05	4.51919730114505e-05	1.0277817569361e-05	1.03813490281094e-06	9.23043345093441e-07	0.00014639989848252	0.00106003760401205	0.000182993065993773	5.42527433803903e-06	4.94636802552397e-05	4.1632113902472e-06	0.000115602462544854	9.90530510008827e-05	1.24618520574422e-05	2.65384042131767e-05	4.2282860142679e-06	2.70432562658278e-05	1.4049420813687e-05	0.000784367076140907	3.12824521272018e-05	0.00107386130356165	3.22816227442001e-05	1.00504598288915e-05	0.00936364287380649	0.00988854753048714	0.0103033733418108
Erysipelothrix	7.76770130548239e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.30904137924545e-06
Erythrobacter	0.00155668850899177	2.58346397049477e-07	1.30965254297355e-05	2.02972887416725e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	9.660191527114e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	4.2282860142679e-06	2.58346397049477e-07	4.85537120259533e-06	0.000958613460528431	0.000372547615158877	8.17978114981584e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
Erythromicrobium	0.000340917416372099	2.58346397049477e-07	1.09568289242878e-05	0.000190628298670968	2.58346397049477e-07	2.58346397049477e-07	1.81304375966087e-06	1.18195746619403e-05	5.06679242168352e-05	2.58346397049477e-07	2.58346397049477e-07	1.82029239432857e-06	2.58346397049477e-07	2.35041592450102e-05	4.32618161718038e-06	9.01836566909187e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	3.12824521272018e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.20509912985124e-06	2.58346397049477e-07	2.58346397049477e-07
Escherichia	0.000227259773241179	3.16541609985974e-06	2.39804290249714e-06	2.58346397049477e-07	2.58346397049477e-07	9.23043345093441e-07	1.81304375966087e-06	4.1120891520131e-06	2.58346397049477e-07	7.75039191148432e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.769270603302e-05	4.32618161718038e-06	2.58346397049477e-07	4.2282860142679e-06	9.99831362205976e-06	7.15388360536825e-06	8.73815385908115e-05	2.58346397049477e-07	2.58346397049477e-07	1.78326431834236e-06	2.21676908341788e-06	2.48739174498953e-05	2.13646200023645e-05	3.07285008807327e-05
Ethanoligenens	2.64755831875286e-05	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	1.18812528210299e-05	8.39401683731128e-06	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07	2.58346397049477e-07
